term,JHarlan2,HLBlack,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,EWarren,TCClark,FFrankfurter,CEWhittaker,HHBurton,SFReed,AFortas,AJGoldberg,SMinton,RHJackson,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,AScalia,AMKennedy,DHSouter,CThomas,RBGinsburg,SGBreyer
1954,,True,False,,,,,True,True,True,,True,True,,,True,,,,,,,,,,,,,
1954,False,False,False,,,,,False,False,False,,True,True,,,True,,,,,,,,,,,,,
1954,,True,True,,,,,False,False,False,,False,False,,,False,,,,,,,,,,,,,
1954,,True,True,,,,,True,False,False,,False,False,,,False,,,,,,,,,,,,,
1954,True,True,True,,,,,False,True,True,,True,False,,,False,,,,,,,,,,,,,
1954,,True,True,,,,,True,True,False,,False,False,,,True,,,,,,,,,,,,,
1954,,True,True,,,,,True,True,True,,False,False,,,True,,,,,,,,,,,,,
1954,,True,True,,,,,True,True,True,,False,False,,,True,,,,,,,,,,,,,
1954,True,True,True,,,,,True,True,True,,False,False,,,False,,,,,,,,,,,,,
1954,True,True,True,,,,,True,True,True,,True,False,,,True,,,,,,,,,,,,,
1954,False,True,True,,,,,True,True,True,,True,False,,,False,,,,,,,,,,,,,
1954,False,True,True,,,,,True,True,True,,True,False,,,False,,,,,,,,,,,,,
1954,False,True,True,,,,,True,True,False,,False,True,,,True,,,,,,,,,,,,,
1954,,False,True,,,,,True,True,False,,True,True,,,True,,,,,,,,,,,,,
1954,,True,True,,,,,False,False,True,,False,False,,,False,,,,,,,,,,,,,
1954,True,True,True,,,,,True,True,True,,False,False,,,True,,,,,,,,,,,,,
1954,True,,False,,,,,True,True,True,,True,True,,,True,,,,,,,,,,,,,
1954,,True,False,,,,,True,True,True,,True,False,,,False,,,,,,,,,,,,,
1954,True,True,True,,,,,True,False,True,,True,False,,,False,,,,,,,,,,,,,
1954,False,True,True,,,,,True,True,False,,False,True,,,True,,,,,,,,,,,,,
1954,,True,True,,,,,True,True,False,,True,True,,,False,,,,,,,,,,,,,
1954,,True,False,,,,,True,True,True,,True,True,,,True,,,,,,,,,,,,,
1954,False,True,True,,,,,True,True,False,,False,False,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,True,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,False,True,,,,,False,False,False,,True,False,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,True,False,False,,,,,,False,True,,True,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,False,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,True,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,True,,,True,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,True,,,False,,,,,,,,,,,,,
1955,True,False,False,,,,,False,False,True,,False,False,,,True,,,,,,,,,,,,,
1955,,True,False,,,,,True,True,True,,True,True,,,True,,,,,,,,,,,,,
1955,,True,True,,,,,True,True,False,,False,False,,,True,,,,,,,,,,,,,
1955,True,False,False,,,,,False,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,True,False,False,,,,,False,True,True,,True,True,,,True,,,,,,,,,,,,,
1955,False,True,True,,,,,False,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,,False,False,,,,,False,False,True,,True,False,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,True,False,,True,True,,,True,,,,,,,,,,,,,
1955,False,False,False,,,,,False,False,False,,True,True,,,True,,,,,,,,,,,,,
1955,True,True,True,,,,,True,True,False,,False,False,,,False,,,,,,,,,,,,,
1955,,False,True,,,,,False,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,False,True,,,,,,False,False,,False,True,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,,True,,False,False,,,True,,,,,,,,,,,,,
1955,,False,False,,,,,False,False,False,,False,True,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,True,,True,True,,,True,,,,,,,,,,,,,
1955,True,False,False,,,,,False,False,True,,True,False,,,True,,,,,,,,,,,,,
1955,,True,True,,,,,True,True,False,,True,True,,,True,,,,,,,,,,,,,
1955,True,True,False,,,,,True,True,True,,True,False,,,True,,,,,,,,,,,,,
1955,,False,False,,,,,False,True,False,,False,True,,,True,,,,,,,,,,,,,
1955,True,True,True,,,,,True,False,True,,True,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,False,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,True,False,,True,True,,,True,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,False,,True,True,,,True,,,,,,,,,,,,,
1955,True,False,True,,,,,False,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,True,True,,,True,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,True,,False,True,,,True,,,,,,,,,,,,,
1955,True,False,True,,,,,False,False,False,,True,True,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,False,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,True,,,True,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,,True,True,,,,,True,,False,,False,False,,,False,,,,,,,,,,,,,
1955,True,False,False,,,,,False,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,True,False,True,,,,,False,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,False,True,,False,False,,,False,,,,,,,,,,,,,
1955,True,False,False,,,,,False,True,False,,True,True,,,True,,,,,,,,,,,,,
1955,False,False,False,,,,,False,False,True,,False,True,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,False,,,True,,,,,,,,,,,,,
1955,False,True,True,,,,,True,True,False,,False,False,,,False,,,,,,,,,,,,,
1955,True,True,True,,,,,True,False,True,,True,False,,,False,,,,,,,,,,,,,
1955,False,True,True,,,,,False,False,True,,False,False,,,False,,,,,,,,,,,,,
1956,False,True,True,,,,,True,True,False,,False,True,,,,,,,,,,,,,,,,
1956,False,True,True,,,,,True,True,False,,False,True,,,True,,,,,,,,,,,,,
1956,True,True,True,,,,,True,True,False,,False,False,,,False,,,,,,,,,,,,,
1956,True,False,False,,,True,,True,True,True,,True,True,,,,,,,,,,,,,,,,
1956,True,False,True,,,,,True,True,False,,False,True,,,,,,,,,,,,,,,,
1956,True,True,False,,,,,True,True,True,,True,,,,,,,,,,,,,,,,,
1956,True,True,False,,,,,True,True,True,,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,False,False,False,,False,False,,,,,,,,,,,,,,,,
1956,True,True,True,,,,,True,True,False,,False,True,,,,,,,,,,,,,,,,
1956,True,True,True,,,False,,True,False,False,,True,False,,,,,,,,,,,,,,,,
1956,False,True,False,,,,,True,False,False,,False,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,True,,False,False,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,False,False,True,,True,False,,,,,,,,,,,,,,,,
1956,False,False,True,,,False,,False,False,False,,False,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,False,False,True,,False,False,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,False,False,True,,True,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,False,False,True,,False,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,,,True,True,False,,True,True,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,True,False,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,False,False,,,,,,,,,,,,,,,,
1956,True,,True,,,True,,True,True,True,,False,True,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,,False,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,,False,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,,False,True,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,,False,False,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,True,True,False,,True,True,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,True,False,False,,False,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,True,True,False,,True,True,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,False,,True,,True,True,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,,True,False,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,,True,False,,,,,,,,,,,,,,,,
1956,False,,True,,,True,,True,True,False,,True,False,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,False,True,True,,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,True,,False,,,,,,,,,,,,,,,,,
1956,False,False,True,,,False,,False,False,False,,False,,,,,,,,,,,,,,,,,
1956,True,True,False,,,True,,True,True,False,,True,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,False,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,False,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,,False,,,,,,,,,,,,,,,,,
1956,True,,True,,,True,,True,False,True,,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,False,False,False,,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,True,,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,,False,,,,,,,,,,,,,,,,,
1956,False,False,True,,,False,,False,False,False,,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,False,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,False,True,True,,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,False,True,False,,True,,,,,,,,,,,,,,,,,
1956,False,False,False,,,False,,False,True,False,,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,True,True,False,True,False,,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,False,False,True,True,True,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1956,False,False,True,,,False,,False,False,False,,False,,,,,,,,,,,,,,,,,
1956,False,False,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,True,False,False,,,,,,,,,,,,,,,,,
1956,True,,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1956,False,,False,,,False,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1956,False,,False,,,False,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1956,,True,True,,,True,,True,,False,,False,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1956,False,False,False,,,False,,False,True,False,,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1956,True,False,False,,,True,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,False,False,True,,True,,,,,,,,,,,,,,,,,
1956,True,True,False,,,True,,,False,True,True,False,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,,,,,,,,,,,,,,,,,,
1956,True,True,True,,,True,,True,False,True,,False,,,,,,,,,,,,,,,,,
1956,True,True,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1956,False,True,True,,,False,,True,False,False,,False,,,,,,,,,,,,,,,,,
1956,True,True,True,,,,,True,False,True,,True,,,,,,,,,,,,,,,,,
1956,False,False,False,,,False,,False,False,False,,True,,,,,,,,,,,,,,,,,
1956,True,False,True,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1956,True,False,False,,,False,,,False,True,False,False,,,,,,,,,,,,,,,,,
1956,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1956,True,True,False,,,False,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1956,True,True,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1957,False,False,True,,,False,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,False,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,False,True,True,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,False,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1957,True,True,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,False,False,,,False,,False,False,False,True,True,,,,,,,,,,,,,,,,,
1957,False,False,False,,,False,,False,False,False,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,True,False,False,False,True,,,,,,,,,,,,,,,,,
1957,False,False,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,True,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,True,True,,,,,,,,,,,,,,,,,
1957,False,True,False,,,True,,True,True,True,False,False,,,,,,,,,,,,,,,,,
1957,False,False,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,,True,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,False,,True,False,False,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,True,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,True,True,True,,,,,,,,,,,,,,,,,
1957,True,False,True,,,True,,True,False,True,True,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,False,True,True,False,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,True,True,False,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,True,,,,,,,,,,,,,,,,,
1957,True,False,True,,,True,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,False,True,False,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,True,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1957,False,,True,,,False,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,,True,,,False,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,True,True,,,,,,,,,,,,,,,,,
1957,True,False,True,,,True,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,True,False,,,False,,True,False,False,True,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,False,False,False,True,,,,,,,,,,,,,,,,,
1957,False,False,False,,,False,,False,False,False,True,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,False,True,False,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,False,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,False,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,,False,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,True,False,False,True,,,,,,,,,,,,,,,,,
1957,True,False,False,,,False,,True,True,True,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,True,False,,,,,,,,,,,,,,,,,
1957,True,False,False,,,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,
1957,False,True,True,,,False,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,True,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,,False,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,,False,True,True,True,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,False,False,,,,,,,,,,,,,,,,,
1957,True,True,True,,,True,,True,False,True,True,False,,,,,,,,,,,,,,,,,
1957,False,True,True,,,,,True,False,False,False,False,,,,,,,,,,,,,,,,,
1957,False,False,True,,,True,,False,False,True,False,False,,,,,,,,,,,,,,,,,
1958,False,True,True,False,,False,,False,False,False,True,,,,,,,,,,,,,,,,,,
1958,False,True,True,,,True,,True,True,False,False,,,,,,,,,,,,,,,,,,
